GENERO;IDOSO;CASADO;DEPENDENTES;TEMPO_COMO_CLIENTE;SERVICOTELEFONE;SERVICO_INTERNET;SERVICO_SEGURANCA;SUPORTE_TECNICO;STREAMINGTV;TIPO_CONTRATO;METODOPAGAMENTO;PAGAMENTO_MENSAL;TOTAL_PAGO;CHURN
FEMALE;0;YES;NO;34;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;97.65;3207.55;YES
MALE;0;YES;YES;42;YES;DSL;NO;NO;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);45.1;2049.05;NO
MALE;0;NO;NO;48;YES;DSL;YES;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);70.95;3629.2;NO
MALE;0;YES;NO;47;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;109.55;5124.55;YES
FEMALE;0;YES;YES;39;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;ELECTRONIC CHECK;89.55;3474.45;YES
FEMALE;0;YES;YES;11;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);20.9;202.3;NO
MALE;0;NO;NO;7;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.95;147.5;NO
FEMALE;0;NO;NO;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;24.6;86.35;NO
MALE;0;NO;NO;8;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;66.7;579.0;NO
MALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.45;19.45;YES
MALE;0;YES;YES;32;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;MAILED CHECK;94.8;3131.55;NO
MALE;0;YES;YES;60;YES;DSL;YES;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.85;3928.3;NO
FEMALE;0;YES;NO;10;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.95;187.75;NO
FEMALE;0;YES;NO;71;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.65;1710.15;NO
FEMALE;0;YES;YES;4;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.35;76.35;YES
FEMALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.25;69.25;YES
FEMALE;0;YES;YES;43;YES;DSL;YES;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);51.25;2151.6;NO
MALE;0;YES;NO;59;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);99.5;5961.1;YES
FEMALE;0;YES;NO;23;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;54.25;1221.55;NO
FEMALE;0;YES;NO;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.4;1496.45;NO
MALE;0;YES;NO;22;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);56.25;1292.2;NO
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;25.15;25.15;NO
MALE;0;NO;NO;69;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);23.95;1713.1;NO
MALE;0;NO;NO;50;YES;DSL;YES;YES;NO;ONE YEAR;MAILED CHECK;35.4;1748.9;NO
FEMALE;1;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;25.2;25.2;YES
MALE;0;NO;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;45.0;96.45;YES
FEMALE;0;YES;NO;15;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.35;1114.55;NO
MALE;0;NO;NO;31;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.4;609.1;NO
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.15;20.15;YES
MALE;0;YES;NO;66;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);105.0;7133.25;YES
FEMALE;0;YES;YES;0;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);56.05;56.05;NO
MALE;0;NO;YES;3;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);54.7;169.45;YES
FEMALE;0;NO;NO;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;20.0;141.6;NO
MALE;0;YES;YES;64;YES;DSL;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);73.05;4688.65;NO
FEMALE;0;YES;NO;28;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.5;563.05;NO
FEMALE;0;YES;NO;57;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);100.75;5985.0;NO
FEMALE;0;YES;YES;14;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;87.25;1258.6;YES
MALE;0;NO;NO;19;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.95;373.5;NO
MALE;0;YES;NO;10;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;79.95;857.2;YES
FEMALE;0;YES;NO;51;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;49.65;2553.35;NO
FEMALE;0;YES;NO;67;YES;DSL;YES;NO;NO;TWO YEAR;MAILED CHECK;65.65;4322.85;NO
MALE;0;YES;YES;11;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.45;250.8;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);60.95;4549.05;NO
MALE;0;YES;YES;66;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;ELECTRONIC CHECK;20.35;1359.5;NO
FEMALE;0;NO;NO;18;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;88.35;1639.3;YES
FEMALE;0;NO;NO;9;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;19.5;178.85;NO
FEMALE;0;NO;NO;9;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.2;633.85;NO
MALE;0;YES;NO;48;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);111.45;5315.1;NO
MALE;0;NO;NO;10;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;70.15;735.5;NO
FEMALE;0;NO;NO;9;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;94.75;889.9;YES
FEMALE;1;NO;NO;13;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.05;1290.0;YES
MALE;0;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;78.45;330.05;YES
MALE;0;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;70.2;237.95;YES
FEMALE;0;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);92.0;6474.4;NO
FEMALE;0;YES;YES;51;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);85.5;4421.95;NO
MALE;0;YES;NO;59;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);41.05;2452.7;YES
MALE;0;YES;NO;10;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.6;813.85;YES
MALE;1;YES;NO;61;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;82.15;4904.85;NO
MALE;0;NO;NO;54;YES;FIBER OPTIC;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;84.4;4484.05;NO
FEMALE;0;NO;NO;33;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;60.9;2033.85;NO
FEMALE;0;NO;NO;27;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.25;538.2;NO
FEMALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;79.2;79.2;YES
MALE;0;NO;NO;23;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;95.3;2192.9;NO
MALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.85;19.85;NO
MALE;0;YES;YES;45;YES;DSL;YES;YES;YES;TWO YEAR;MAILED CHECK;84.35;3858.05;NO
FEMALE;0;YES;YES;39;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.85;854.8;NO
MALE;0;NO;NO;5;YES;DSL;NO;NO;YES;ONE YEAR;MAILED CHECK;70.0;347.4;YES
MALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);82.3;5815.15;NO
FEMALE;0;YES;YES;58;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);66.8;3970.4;NO
FEMALE;0;NO;NO;70;YES;DSL;YES;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);44.6;3058.15;NO
MALE;0;YES;YES;61;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);98.45;6145.2;NO
MALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;70.7;129.2;NO
FEMALE;0;YES;YES;46;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;24.95;1165.9;NO
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);49.95;49.95;YES
FEMALE;0;YES;NO;22;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.25;1554.0;YES
FEMALE;0;NO;NO;48;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);102.5;4904.25;NO
MALE;0;NO;NO;64;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);86.55;5632.55;NO
MALE;0;YES;YES;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);24.3;1643.25;NO
FEMALE;0;YES;YES;12;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);58.35;740.55;NO
FEMALE;1;YES;NO;34;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;94.25;3217.55;YES
FEMALE;0;YES;YES;72;YES;DSL;YES;NO;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);68.75;4888.2;NO
MALE;0;YES;NO;29;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;85.8;2440.25;NO
MALE;0;YES;YES;33;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);20.1;620.55;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.35;20.35;NO
FEMALE;0;YES;YES;62;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;ELECTRONIC CHECK;110.8;6840.95;NO
MALE;0;YES;NO;41;YES;DSL;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;73.0;3001.2;YES
FEMALE;0;NO;NO;64;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);100.05;6254.2;YES
FEMALE;0;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);82.85;319.6;NO
FEMALE;0;NO;NO;24;YES;FIBER OPTIC;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;84.35;1938.05;NO
FEMALE;0;YES;YES;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.55;294.5;NO
MALE;0;NO;YES;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.95;58.3;NO
FEMALE;1;NO;NO;4;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);99.8;442.85;YES
FEMALE;0;NO;YES;18;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;35.0;553.0;YES
MALE;0;NO;NO;8;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;66.25;546.45;NO
FEMALE;0;NO;NO;35;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);23.3;797.1;NO
FEMALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;76.0;76.0;YES
MALE;0;NO;YES;66;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);25.3;1673.8;NO
MALE;0;NO;YES;8;YES;DSL;YES;YES;NO;TWO YEAR;MAILED CHECK;44.55;343.45;NO
FEMALE;0;YES;NO;71;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);104.1;7412.25;NO
FEMALE;0;YES;YES;43;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);92.55;4039.0;NO
FEMALE;1;NO;NO;2;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.85;170.85;YES
MALE;1;NO;NO;29;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);101.45;2948.6;NO
FEMALE;0;YES;NO;15;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;84.3;1308.4;YES
MALE;0;YES;YES;65;YES;FIBER OPTIC;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);94.55;6078.75;NO
MALE;0;NO;NO;35;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.5;3418.2;NO
MALE;0;NO;NO;64;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);100.3;6603.8;NO
FEMALE;0;YES;YES;58;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);55.5;3166.9;NO
FEMALE;1;NO;NO;18;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);49.85;865.75;NO
MALE;0;YES;YES;67;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);89.55;6373.1;NO
MALE;0;YES;YES;63;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.15;1177.05;NO
FEMALE;0;YES;NO;60;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;99.8;5985.75;NO
MALE;1;NO;NO;9;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);84.4;732.5;YES
FEMALE;0;YES;YES;70;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);113.05;7869.05;NO
MALE;0;YES;NO;15;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;101.1;1504.05;YES
FEMALE;0;NO;YES;48;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.95;936.7;NO
MALE;0;YES;NO;12;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;74.15;741.4;NO
MALE;1;YES;NO;71;YES;FIBER OPTIC;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;92.0;6585.2;NO
MALE;1;NO;NO;44;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;73.85;3122.4;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;50.45;50.45;YES
MALE;0;YES;YES;45;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;24.45;1088.25;NO
FEMALE;0;NO;NO;23;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);24.8;615.35;NO
FEMALE;0;YES;NO;43;YES;DSL;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);64.85;2908.2;NO
MALE;0;NO;NO;35;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);20.75;739.9;NO
MALE;0;YES;NO;9;YES;DSL;YES;YES;YES;MONTH-TO-MONTH;MAILED CHECK;68.95;593.85;NO
MALE;0;NO;NO;12;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;MAILED CHECK;99.95;1132.75;YES
FEMALE;1;YES;NO;65;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);109.4;7227.45;NO
FEMALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;91.4;193.6;YES
MALE;0;NO;NO;27;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;49.0;1291.35;NO
FEMALE;0;NO;NO;40;YES;DSL;NO;NO;NO;ONE YEAR;MAILED CHECK;50.25;2023.55;NO
FEMALE;1;NO;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.55;349.65;YES
MALE;0;YES;YES;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);19.9;153.95;NO
FEMALE;1;YES;NO;58;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);97.8;5458.8;NO
FEMALE;0;YES;YES;52;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;100.3;5244.45;NO
MALE;0;YES;NO;3;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;55.8;154.55;NO
MALE;0;NO;YES;41;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;ELECTRONIC CHECK;111.15;4507.15;NO
MALE;0;NO;NO;20;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;MAILED CHECK;98.55;2031.95;NO
MALE;0;NO;YES;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;50.05;50.05;NO
MALE;0;NO;YES;4;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.8;332.45;YES
MALE;0;NO;NO;23;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.85;473.9;NO
FEMALE;1;NO;NO;6;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.5;106.8;NO
MALE;0;YES;YES;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.35;152.6;NO
MALE;0;NO;NO;18;YES;DSL;YES;NO;YES;MONTH-TO-MONTH;MAILED CHECK;69.5;1199.4;NO
MALE;1;NO;NO;52;YES;DSL;YES;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);48.8;2555.05;NO
MALE;0;NO;NO;31;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;94.5;2979.2;NO
MALE;0;YES;YES;29;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.65;654.85;NO
FEMALE;0;YES;NO;36;YES;FIBER OPTIC;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);106.05;3834.4;NO
FEMALE;0;YES;NO;16;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;100.0;1534.75;YES
MALE;0;YES;NO;42;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;ELECTRONIC CHECK;108.3;4586.15;NO
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.55;20.55;YES
FEMALE;0;NO;NO;60;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;ELECTRONIC CHECK;99.65;5941.05;NO
MALE;0;NO;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;85.3;424.15;YES
MALE;0;YES;NO;22;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);95.9;2234.95;NO
MALE;0;YES;NO;36;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.0;666.75;NO
FEMALE;0;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;70.4;281.0;YES
MALE;0;NO;NO;9;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;MAILED CHECK;64.95;547.8;NO
MALE;0;YES;YES;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);74.6;74.6;NO
MALE;0;YES;YES;12;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;49.2;571.15;NO
FEMALE;0;NO;NO;23;YES;DSL;NO;YES;YES;ONE YEAR;MAILED CHECK;73.75;1756.6;NO
MALE;0;NO;NO;62;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);92.3;5731.45;NO
MALE;0;NO;NO;37;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);98.8;3475.55;YES
FEMALE;0;NO;NO;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.2;156.85;NO
MALE;0;YES;NO;31;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);88.65;2683.2;NO
MALE;0;YES;YES;13;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);74.4;896.75;YES
FEMALE;0;NO;NO;24;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;98.75;2407.3;YES
MALE;0;YES;YES;45;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.95;4456.65;NO
FEMALE;1;YES;NO;69;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);105.4;6998.95;NO
MALE;0;NO;NO;2;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.25;36.8;NO
MALE;0;YES;YES;61;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;106.0;6547.7;YES
MALE;0;NO;NO;41;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;104.7;4346.4;YES
FEMALE;0;NO;NO;44;YES;DSL;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;49.05;2265.0;NO
MALE;0;NO;NO;39;YES;DSL;NO;YES;NO;ONE YEAR;MAILED CHECK;35.55;1309.15;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);65.1;4754.3;NO
FEMALE;1;NO;NO;13;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;96.85;1235.55;NO
FEMALE;0;YES;YES;51;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);69.75;3562.5;NO
FEMALE;1;YES;NO;71;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;ELECTRONIC CHECK;99.2;7213.75;NO
MALE;1;NO;NO;22;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;96.7;2082.95;YES
FEMALE;0;NO;NO;2;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);55.05;102.75;YES
FEMALE;0;NO;NO;56;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;106.8;5914.4;NO
MALE;0;NO;NO;1;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;51.25;51.25;NO
